,0
7427,Waitress. Got it. You guys wanna play Doom? Or we could keep doing this. What else?
7429,"Oh, her ankles are a little chubby."
7430,"Ok, let's do Julie. What's wrong with her?"
7431,She's not Rachel.
7432,"Ok, this is pumpkin pie with mockolate cookie crumb crust. This is mockolate cranberry cake, and these are mockolate chip cookies. Just like the Indians served."
7434,Oh my god good?
7435,"Oh my god, I can't believe you let me put this in my mouth."
7436,"Oh, oh sweet Lord! This is what evil must taste like!"
7437,"I'm telling you this thing won't print. Yes, I pressed that button like 100 times. You know, for a hot line you are not so hot. What? What is that in the background? Are you watching Star Trek?"
7438,"Hey, so how'd it go with Julie? Did you, did you break her heart?"
7439,"Yes, it was horrible. She cried. I cried. She threw things, they hit me. Anyway, I did the right thing."
7440,"So, Spock actually hugs his father?"
7441,"Hey, do you guys have......hi."
7444,"I uh, I just got back from uh, from Julie's."
7446,"No, no, uh, it's not what you think. It's um the other thing."
7447,"Well, what's the other thing, what do I think?"
7448,"Well, uh."
7449,"He broke up with Julie. Well, go hug her, for god's sakes."
7451,"Really. It's always been you, Rach."
7454,"Oh, oh, this is good, this is really good."
7455,"I know, I know, it's, it's almost... What do you say we go take a walk, just us, not them?"
7456,Let me get my coat.
7457,"Ok. No, hey, whoa, whoa, I'll get your coat."
7458,"Ok, he's goin' to get my coat. He's goin' to get my coat. Oh my god, you guys. I can't believe this. This is unbelievable.  What's that?"
7459,What? Nothing.
7460,What's that? What? I saw my name. What is it?
7461,"No, no, see? See?  Hey, it's printing.  Hey, it's printing!"
7462,Well what is it? Let me see.
7463,"Hey, someone order a coat?"
7464,"Ross, Chandler wrote something about me on his computer and he won't let me see."
7465,"He won't?  He won't! Because, isn't that, isn't that the, the short story you were writing?"
7466,"Yes, yes it is, short story, that I was writing."
7467,And I'm in it? Then let me read it.
7470,"Hey, uh, why don't you read it to her?"
7471,"Alright.  ""It was summer, and it was hot. Rachel was there. A lonely gray couch. 'Oh, look,' cried Ned, and then the kingdom was his forever. The end."""
7472,That's it? That's all you wrote? You're the worst writer in the whole world.
7473,"All right, you know what? This isn't funny anymore. There's something about me on that piece of paper and I want to see it."
7475,"All right, you know what, that's fine. If you guys want to be children about this, that's fine. I do not need to see it. "
7476,"What is this? Ross, what is this?"
7478,"Ok, just, just remember how crazy I am about you, ok?"
7479,Kind of ditzy? Too into her looks? Spoiled?
7480,"Now that's a little spoiled. He was supposed to type ""little"", the idiot."
7481,Just a waitress?
7482,"No, that, that was, I mean, as opposed to uh, the uh, ok. Is this over yet Rach?"
7483,Oh! I do not have chubby ankles!
7484,"No, no, wait, ok, ok, look at the other side. Look at Julie's column."
7485,She is not Rachem. What the hell's a Rachem? Is that some stupid paleontology word that I wouldn't know because I'm just a waitress.
7486,"No, Rach, come on. Rach! Rach, no, no! She's not Rachel, she is, she is not, Ra--Rachel?"
7487,"My diary! My diary, that's brilliant. I should have told her it was my diary, she never would have made me read her my diary."
7488,"You know, that's true. You'd be a great person to have around the day after an emergency."
7489,I... I cannot believe Ross even made this list. What a dinkus.
7490,"Hey, cut him some slack. It was Chandler's idea."
7493,"Oh good, I was hoping that would come up."
7494,This was your idea?
7495,What were you thinking?
7496,"All right, let's get some perspective here, ok? These things, they happen for a reason."
7497,Yeah. You!
7498,"All right, Pheebs, back me up here, ok? You believe in that karma crap, don't you?"
7499,"Yeah, by the way, good luck in your next life as a dung beetle."
7500,"Rach! Whoops! Rach, hey, open up, please!"
7501,"When somebody does not buzz you in, Ross, that means go away. That doesn't mean please climb up the fire escape."
7502,I just wanna read something. It's your pro list.
7503,Not interested.
7504,"Ok, ok, number one: The way you cry at game shows. Number two: how much you love your friends. Number three: the way you play with your hair when you're nervous. Number four: how brave you are for starting your life over. Number five: how great you are with Ben."
7505,Number six: the way you smell.
7506,"Hey, Ross! What are you doin'?"
7507,"Hey, Joey. You wanna open the window?"
7508,"Oh, yeah, I do."
7509,What are you doing out there?
7510,"I am, uh, I am..."
7511,"Oh, you must be freezing. You know what you need? How about a nice steaming cup of hot Mockolate?"
7512,"Rach, come on, open up. Rach, come on, come on, Rach. You got to give me another chance."
7514,No?
7515,That's what I said.
7516,"Look, maybe we should go?"
7517,"No, you guys, you really don't have to go, we're done talking."
7518,"Rach, come on, look, I know how you must feel."
7519,"No, you don't, Ross. Imagine the worst things you think about yourself. Now, how would you feel if the one person that you trusted the most in the world not only thinks them too, but actually uses them as reasons not to be with you."
7520,"No, but, but I wanna be with you in spite of all those things."
7521,"Oh, well, that's, that's mighty big of you, Ross.  I said don't go!"
7522,"You know what? You know what? If, things were the other way around, there's nothing you could put on a list that would ever make me not want to be with you."
7523,"Well, then, I guess that's the difference between us. See, I'd never make a list."
7524,"I never know how long you're supposed to wait in this type of a situation before you can talk again, you know?  Maybe a little longer."
7525,"Now, in some of these recipes, the quantities may seem just a little unusual, uh, like these coconut mockolate holiday nut bars. I've indicated four cups of coconut, and four cups of crushed nut, and only, uh, one tablespoon of mockolate."
7526,Doesn't matter.
7528,Our FDA approval didn't come through. Something about laboratory rats.
7529,"Oh, gosh, I'm sorry."
7530,"Yeah, well, anyhoo, here is your check.  Thank you for all the trouble you went through. Um, listen, you didn't eat a lot of it while you were cooking, did you?"
7531,"Well, uh, I ate some."
7532,"Oh, some, that's fine. Some is fine. Some is not a lot. So, it doesn't burn when you pee, does it?"
7535,"Is that him again? Tell him I'd come to the phone, but my ankles are weighin' me down."
7536,"Listen, I... I don't think this is the best time."
7537,"Look, can, can you do something for me?"
7538,"Sure, what? Ok, ok.   Music?"
7539,"The next one's dedicated to Rachel from Ross. Rachel, he wants you to know he's deeply sorry for what he did and he hopes you can find it in your heart to forgive him. "
7540,"Uh, we've just gotten a call from Rachel, and she told us what Ross did. It's pretty appalling, and Ross, if you're listening, I don't wanna play your song anymore. Why don't we devote our time to a couple that stands a chance? Avery, Michelle's sorry she hit you with her car and she hopes you two will work it out."
7541,"Hi, thanks for coming in again."
7542,"Oh, not at all. I have no morals and I need the cash."
7543,"It's like I'm lookin' in a mirror. Anyway, they're called ""fishtachios"". They taste exactly like pistachios, but they're made primarily of reconstituted fish bits. Here, try one. You're not allergic to anything, are you?"
7544,Cat hair.
7546,"Ooh, ooh, ooh, ooh, ooh. Ugly Naked Guy is decorating his tree. Oh my God, you should see the size of his Christmas Balls."
7550,"Hey, how much did you guys tip the super this year?"
7551,"Yeah, we were gonna give fifty, but if you guys gave more, we don't wanna look bad."
7552,"Oh, actually this year we just made him homemade cookies."
7553,And twenty-five it is.
7554,You gave him cookies?
7555,"Money is so impersonal. Cookies says someone really cares. . . Alright, we're broke, but cookies do say that."
7556,I can see that. A plate of brownies once told me a limerick.
7557,"Phoebs, let me ask you something, were, were these, uh, funny brownies?"
7558,"Not especially. But you know what, I think they had pot in them."
7559,"So you guys, who else did you tip with cookies?"
7560,"Uhh, the mailman, the super."
7561,"Oh, and the newspaper delivery guy."
7564,"Uhhh, I don't think you're gonna like this."
7565,"Ooh, goooosh, ooh, these are cookies smashed in the sports section."
7566,"Oh look, and he did my crossword puzzle."
7567,"Yeah, but not very well, unless 14-across, 'Gershwin musical' actually is bitemebitemebitemebiteme."
7568,"I can't believe it's Christmas already. Ya know, I mean, one day your eatin' turkey, the next thing ya know, your lords are a-leapin' and you geese are a-layin'."
7569,Which is why geese are so relaxed this time of year.
7570,Hey guys.
7572,"Hey Rach. I, uh, got you a little present. . . I'll open it. It's a Slinky! Remember, huh.  Walks down stairs, alone or in pairs, everyone knows it's. . . just a big spring. Alright, you still mad at me becuase of the whole. . ."
7573,Horrible and degrading list of reasons not to be with me?
7574,"How 'bout from now on we just call it the 'unfortunate incident'?  Hey g*n, you got stairs in your place?"
7576,"Here, go nuts. "
7579,What's in the bag?
7580,"Um, just some presents."
7581,C'mon show us what you bought. . . You know you want to.
7582,"OK. OK, this is a picture frame from Ben to my parents, huh."
7583,Cute.
7584,"I got some, uh, hers and hers towels for Susan and Carol. And, uh, I got this blouse for mom."
7585,"Ross, that is gorgeous!"
7587,"Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe m*llitary academy."
7589,Hey. Hi Phoebe.
7590,"Happy Christmas Eve Eve.  Oh my God, where did you get this?"
7591,"Uh, Macy's, third floor, home furnishings."
7592,"This is my father, this is a picture of my dad."
7593,"Nah, Phoebs, that's the guy that comes in the frame."
7594,"No it isn't, this is my dad, alright, I'll show you."
7595,"Phoebe, I thought your dad was in prison."
7596,"No, that's my stepdad. My real dad's the one that ran out on us before I was born."
7597,How have you never been on Oprah?
7598,"OK, look, see, this is him. My mother gave me this picture before she d*ed, same guy."
7599,"Honey, uh, this is a picture of the frame guy posing in front of a bright blue screen with a collie."
7600,"It's not a blue screen... it's just, maybe it was just really clear that day. OK, I have to talk to my grandmother. "
7601,"Oh, wait a minute honey."
7602,Phoebs. 
7604,"So anyway, I'm trying to get my boss's ex-wife to sleep with me. . ."
7606,"Oh, but when Phoebe has a problem, everyone's all ears!"
7607,Esther Livingston.  Gone.
7608,"Hi, Phoe."
7609,Hi Gram. Whatcha doin'?
7610,"Oh, just updating the phonebook."
7611,"Um, gram, um, can I see the pictures of my dad again?"
7612,"Oh. Oh, sure, sure, uh, uh, how come?"
7613,"Just, you know, to see... um."
7614,"Oh, sure, yeah.  This is the one of you father in a meadow, and, uh, helping a little boy fly a kite, and here he is at a graduation. . . another graduation. . . another graduation."
7615,"OK, is this really my father?"
7616,Is it really your fa--I can't... well of course it is.
7617,"OK, I smell smoke. Maybe that's 'cause someone's pants are on fire."
7618,"Look, I. . ."
7619,"Ya know, in all the years that we have been grandmother and granddaughter, you have never lied to me."
7620,"Alright, that is not your father, that's just a picture of a guy in a frame."
7622,"It was your mother's idea. Ya know, she didn't want you to know your real father because it hurt her so much when he left, and, I didn't want to go along with it, but, well then she d*ed and, and it was harder to argue with her. Not impossible, but harder."
7623,"Alright, so, what, he's not a famous tree surgeon? And then, I guess, OK, he doesn't live in a hut in Burma where there's no phones?"
7624,"Last I heard, he was a pharmacist somewhere upstate."
7625,"OK, that makes no sense. Why would the villagers worship a pharmacist?"
7626,Honey.
7628,"Anyway, that's all I know. That, and this.  This is the real him."
7630,"Ya know I remember my father, all dressed up in the red suit, the big black boots, and the patent leather belt, sneakin around downstairs. He didn't want anybody to see him but he'd be drunk so he'd stumble, crash into something and wake everybody up."
7631,"Well, that doesn't sound like a very merry Christmas."
7632,Who said anything about Christmas?
7634,"Hey, anyone hear from Phoebe yet?"
7635,"No, nothin'."
7636,I hope she's OK.
7637,"Yeah, I know exactly what she's goin' through."
7638,How do you know exactly what she's going through?
7639,She told us.
7640,So whaddya got there Monica?
7641,Just some stuff for the party.
7642,"Yeah, what're you guys doin' here, aren't you supposed to be Christmas shopping?"
7643,"You guys haven't gotten your presents yet? Tomorrow's Christmas Eve, what're ya gonna do?"
7644,Don't you have to be Claymation to say stuff like that?
7645,"Oh, by the way Mon, I don't think the mailman liked your cookies. Here are the ornaments your mom sent. "
7646,"Well, maybe the mailman liked the cookies, we just didn't give him enough."
7647,"Monica, pigeons learn faster that you."
7648,"Hey, Rach, you know what? I think, I think I know what'll make you feel better. How 'bout you make a list about me."
7649,"Wha... forget it Ross, no, I am not gonna stand here and make a list of. . ."
7650,C'mon Rachel.
7651,"OK, you're whiney, you are, you're obsessive, you are insecure, you're, you're gutless, you know, you don't ever, you don't just sort of seize the day, you know. You like me for what, a year, you didn't do anything about it. And, uh, oh, you wear too much of that gel in your hair."
7652,"See there, you uhh, alright, ya, you did what I said."
7653,"Yeah, and you know what? You're right, I do feel better, thank you Ross. "
7654,"Yeah, um, in Albany, can I have the number of Frank Buffay. . . OK, um, in Ithica. . . alright, um, Saratoga. . . Oneonta. Alright, you know what, you shouldn't call youself information. "
7656,"Hello grandma, if that is in fact your real name."
7657,"C'mon now Phoe, don't still be mad at me. How's it going?"
7658,"Well, not so good. Upstate's pretty big, he's pretty small, you do the math."
7659,"Well, I think you're better off without him. Oh honey, I know he's your daddy but, but to me he's still the irresponsible creep who knocked up your mom and stole her Gremlin."
7660,"No I just, just wanted to know who he was, ya know."
7661,"I know. OK, I wasn't completely honest with you when I told you that, uh, I didn't know exactly where he lived."
7662,Whattaya mean?
7663,"He lives at 74 Laurel Drive in Middletown. If you hit the Dairy Queen, you've gone too far. You can take my cab."
7664,Wow. Thank you.
7665,"Now, remember, nobody else drives that cab."
7666,"Uh-huh, got it. Ooh, I'm gonna see my dad. Wish me luck, Grandpa! "
7667,Phoebe here with the cab yet?
7668,"Yeah, she, she brought the invisible cab. . . hop in."
7669,"Well she better get here soon, the outlet stores close at 7."
7670,"Hey, don't worry. I figure it'll be 2 hours to Phoebe's dad's house, they'll meet, they'll chat, they'll swap life stories, we'll still have plenty of time."
7671,"Hey, here she comes."
7676,"Can you believe this. In, like, two hours I'm gonna have a dad. Eeeshk."
7677,Eeeshk.
7678,"Yeah, big stuff."
7679,"OK, let's go."
7681,"Alright, here, you have to hold this. "
7682,"OK.  Brake left, gas right?"
7683,"Uh-huh, yeah, that's my cheat sheet."
7684,Where's my seat belt?
7685,"Oh, no no, that side doesn't have one, the paramedics had to cut through it. "
7688,"C'mon, just tell me, please, please."
7689,"For the sixteenth time, no... I do not think you're obsessive."
7690,"Oh, gosh, it's hot in here."
7691,"Rach, get the heat.  Ross, could you turn the heat down please?"
7692,"Sure. By the way, there's a difference between being obsessive and. . ."
7693,"Ross, the heat!"
7694,"Fine, OK! Heat, heat, heat, and I'm the obsessive one.  OK, this way is on, so this is. . .  off."
7695,Did you just break the radiator?
7696,"No, no, I was turnin' the knob and, and. . . here it is."
7697,Well put it back.
7698,"It uhh, it won't go back."
7699,I'll call the super.
7700,"Here, let me try."
7701,"Oh, oh that's right, I forgot about your ability to fuse metal."
7702,"Hey, it's Funny's cousin, Not Funny."
7703,"Hi, Mr. Treeger. Hi, it's Rachel Green from upstairs. Yes, somebody, uh, broke our knob on the radiator and it's really hot in here. Yes, it's, it's hot enough to bake cookies. Well, do you think we could have a new one by 6? Wha t, no, no, Tuesday, we can't wait until Tuesday, we're having a party tonight."
7704,"OK, tip the man."
7705,"No, if he doesn't like our cookies, too bad, I am not gonna be blackmailed. Look if worse comes to worse, it gets a little warm, we'll call it a theme party."
7706,"Hey, here's a theme: Come on in, live like bacon."
7707,"Ooh, this is it, 74. "
7708,"Oh, so that's what this is for."
7709,"Wow, this is it, I'm gonna meet my dad. This is like the biggest thing ever, huh."
7711,Sure is.
7712,"OK, here I go. I'm goin' in."
7714,Good luck Phoebs.
7715,"OK, here I go. . . here I go. . . I'm goin'. "
7716,"Hi, welcome to our tropical Christmas party. You can put your coats and sweaters and pants and shirts in the bedroom."
7717,"It's hard to tell because I'm sweating, but I use exactly what the gel bottle says, an amount about the size of a pea. How, how can that be too much?"
7718,"Ice, ice, ice squares anyone? Take a napkin. Alright."
7719,"Monica, Monica, your guest are turning into jerky, OK."
7720,"Really? I'm perfectly comfortable.  Hey, hey, hey, get in line buddy, I was next. "
7721,Mr. Treeger.
7722,"Uhh, you said there was a party."
7723,"Oh, yeah, well hey, welcome to our sauna."
7724,"Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese!"
7725,"Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything."
7726,"No, I will not cave."
7727,"Yeah, I'm with Mon."
7728,"Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing.  Mr. Treeger, here is 50 bucks, merry Christmas."
7729,"Oh wow, I didn't get you anything. Here's five back."
7730,"No no, no, that, that's your Christmas tip, alright. Oh, hey, do you think there's a chance you could fix that radiator now?"
7731,"No can do, like I told the girl, I can't get a new knob until Thursday."
7734,Looks like he's playin' baseball.
7735,You mean hardball?
7736,Whatever.
7737,What'cha gonna' do?
7738,"Excuse me, I'm seizing. Mr. Treeger, here's another 50, happy Hanukkah. Will uh, will this help with the knob getting?"
7739,"No, the place is not open 'till Tuesday. Am I not saying it right."
7740,"So, wait, you really did like my cookies?"
7741,"Oh, yeah, they were so personal, really showed you cared."
7742,Nice seizing. . . gel boy.
7743,"So, uh, is this, uh, mistletoe?"
7744,"Huh-huh, no act--no, uhh, that, that is basil."
7745,"Ahh, if it was mistletoe, I was gonna kiss ya."
7746,"Huh-hoo, yeah, no, it's still basil."
7748,How far'd ya get?
7749,Mailbox.
7750,"Alright, we're gettin' closer."
7752,"Phoebs, what's goin' on?"
7753,"No, it's just like, ya know, it's a whole mess of stuff, ya know. It's like, yesterday, ya know, my dad was this, like, famous Burma tree surgeon guy and, ya know, now he's a, a pharmacist guy and. . ."
7754,"Well, maybe he's, maybe he's this really cool pharmacist guy."
7755,"Yeah, maybe, yeah. You know, and, and I'll knock on the door and, and he'll hug me and I'll have a dad. Ya know and I'll, I'll go to his pharmacy and everyone will be really nice to me 'cause, you know, I'm Franks daughter."
7756,"Well, so why not go knock?"
7757,"Well, 'cause, I mean, what if, what if he's not this great dad guy? I mean, what if, what if he's just still the dirtbag who ran out on my mom and us? You know what? I've already lost a fake dad this week and I don't think I'm ready to lose a real one."
7758,"Phoebs, that's OK. You took a big step today."
7760,"Yeah, and someday when you're ready, you'll make it past the hedges."
7761,"Yeah, and when you do, he'll be lucky to have you."
7762,You guys. I'm sorry about your shopping.
7763,"Oh, that's OK, we'll figure something out."
7764,"Uh, listen Phoebs, I know you're not goin' in there but do you think it'd be alright if I went in and used his bathroom? Oh, that's fine, never mind. Cool, snow, kinda like a blank canvas."
7765,"Ho, ho, ho, holy crap is it hot in here!"
7766,"Really, hey, you mind if I turn the heat down?"
7767,"Hey, we could have used that kind of thinkin' earlier."
7768,"Hey, Phoebs, how'd it go."
7769,"Oh, I couldn't go in."
7771,Are you OK?
7772,"Yeah, yeah, no it's OK 'cause, I mean, I know he's there, so, that's enough for now."
7773,"Hey, guys, it's after midnight, merry Christmas everyone. "
7774,"Hey, Monica, the knob was broken so I just turned it off from underneath, I hope that's alright."
7775,"Rach, these are for you."
7776,Wiper blades. I don't even have a car.
7777,"No, but with this new car smell, you'll think you do."
7778,"OK, Phoebs, your turn."
7779,"Ahh, toilet seat covers! Is that what you were doing while I was getting gas?"
7781,You guuuyys.
7782,"And for Ross, Mr. Sweet-tooth."
7783,You got me a cola drink?
7784,"And, a lemon lime."
7785,"Well this, this is too much, I feel like I should get you another sweater."
7786,And last but not least.
7787,They're ribbed for your pleasure.
7788,"Joey, would you slow down? They're not gonna be sold out of papers at one o'clock in the morning."
7789,I'm excited! I've never gotten reviewed before.
7790,"You were so amazing as the king. I was really impressed, I was."
7791,"Although, you know what? You might want to consider wearing underwear next time. Yeah, cause when you sat down on your throne you could kind of see your... royal subject."
7792,"Here it is, here it is.  The only thing worse than the mindless, adolescent direction was Joseph Tribbiani's disturbingly unskilled portrayal of the king."
7793,"OK, look, that is one guy's opinion, alright. Phoebs, read yours."
7794,"OK.  The only thing worse than the mindless, adolescent direction..."
7795,"Does anyone have one from a different paper? Ross, read yours."
7796,I don't want to.
7797,"Joey, honey, they don't know what they're talking about."
7799,Maybe they do. I've been doin' this ten years and I haven't gotten anywhere. There's gotta be a reason.
7800,"Oh c'mon. Maybe you're just, uhhh... paying your dues."
7801,"No, no, no, it.. it's too hard. It's not worth it. I quit."
7802,"Wait, wait, wait, wait, wait one minute. Wait a minute. I believe this will change your mind.  In a mediocre play, Joseph Tribbiana was able to achieve brilliant new levels of... continued on page 153... sucking."
7803,"When I was little, I wanted to be a veteranarian, but then I found out you had to put your hands into cows and stuff."
7804,Hiiiiii.
7805,Are... are you OK?
7806,"Yeah, yeah, just a tough day at work. A stegosaurus fell over and trapped a kid. Whoa, whoa, I know this jacket, this is, th--Fun Bobby's jacket! Where is he, what. He, he's here, isn't he?"
7808,Don't toy with me.
7809,Geller!
7810,"Hey, Fun Bobby!"
7811,"Hey. Whoa, hey, you've been working out, huh?"
7812,"Not at all! I love this guy. Hey, I was so psyched to hear you're back with my sister!"
7813,You and me both.
7814,"Hey, so what'd I miss, what'd I miss, c'mon?"
7815,"Oh, we were just trying to make Joey feel better."
7816,"Hey, do you need me to pick you up?"
7817,"No, I'm alright man. Really."
7818,"No, I'm picking you up."
7819,"Hey no, seriously, I don't need you to pick me...  Alright! It still works."
7820,"OK, now before I go, does anybody else need to be picked up?  I'm still gonna go."
7821,"OK, I'll see you later babe."
7822,"Uh, public display of affection coming up. You can avert your eyes. "
7823,See ya. 
7824,Bye! See you later!
7825,Fun Bobby is so great.
7826,"Oh, isn't he? Oh, you know, I really think this time it may work with him. I mean, he just makes me feel so good and I've been feeling so lousy this last couple of months, no job, no boyfriend. Well, at least my cup is half full."
7827,Half full of looooovvvvve.
7828,"And for our two-week anniversary, he's gonna take me to his cousin's cabin for the weekend."
7829,Cabin of loooooovvvvve.
7830,"We went through a lot of wine tonight, you guys. "
7831,Really? I only had two glasses.
7832,I just had a glass.
7833,Two.
7834,I had one glass.
7835,I had about a mugful in this lovely 'I got boned at the Museum of Natural History' mug.
7836,"OK, so that's... that's what, two bottles? And yet somehow we went through five?"
7837,Oooooh.
7838,Ooooooh.
7839,So what. So he drank a lot tonight.
7840,"Yeah but, you know, now that I think about it, I don't think I've ever seen Fun Bobby without a... a drink in his hand."
7841,"Yeah. Oh, OOOH, yeah, you know, did you notice how he always starts his stories with, um, OK, 'I was soooo wasted,' or, 'Oh, we were soooo b*mb,' or, ummm, ooh, ooh, 'So I wake up, and I'm in this dumpster in Connecticut.'"
7842,"Monica, have you ever been with him when he wasn't drinking?"
7843,"Well, we just happen to go to alot of places where you might drink. I mean, how do you go to a wine tasting without having a drink? Or... or to a club, or to the... zoo."
7844,"Rach, does this have nonfat milk?"
7845,"Ehhhummmm, I don't know, why don't you taste it."
7846,"Mmmm, no."
7847,"Oh well, too late, sorry, you already had some."
7848,"Whattaya say we make these, uh, coffees Irish?"
7849,"Um, cake."
7850,"Yeah, we're gonna... we're gonna get some cake. "
7851,You know what? It seems like you've been making an awful lot of stuff Irish lately.
7852,"Well, I would make them Belgian, but the waffles are hard to get into that flask."
7853,Bobby.
7855,"Look, maybe this is none of my business, or maybe it is, I don't know... but, uh, I'm kind of worried about you."
7856,"OK, look, this isn't the first time somebody's said something to me about this, but, I don't know... I always made excuses about it, like... uhhh... 'I'm just a social drinker,' or, 'C'mon, it's Flag Day.'"
7857,"So, what are you saying now?"
7858,"I guess I'm saying, I'll try and quit. I kinda like that you worry about me. "
7859,"Sooo, what's goin' on, huh?"
7860,I am gonna try and quit drinking.
7861,"Ooohh, why?"
7866,Guess who's back in show business.
7867,"Ohh, ohh, Lorne Green?"
7868,"No, no, Phoebs. You know why? Cause he's dead."
7870,"OK, I guess this is gonna seem kinda bittersweet now, but... Joey, that's who."
7871,"Yeah, my agent just called me with an audition for Days of Our Lives!"
7872,"Oh, well, we have to celebrate. You know what we should do? We should do, like, a soap opera theme."
7873,"Hey, yeah... we could all sleep together and then one of us could get amnesia."
7874,"Hey Rach, what time do you get off? We're all gonna do something tonight."
7875,"Ummmm.... well, actually I'm already done, but I...I kinda got plans."
7876,You have other friends?
7877,"Yeah... I, uhh... I have a... I have a date."
7879,With a man?
7880,What? What is so strange about me having a date?
7881,"What about Ross? I mean, are you still mad at him cause he made that list about you?"
7882,"Noooo, no, I'm not mad at him. I'm.. I'm not really anything at him anymore."
7884,"I don't know. Whatever I was feeling, I'm... not."
7885,But you guys came so close.
7886,"Oh, I know, I'm sorry you guys. You're just gonna have to get used to the fact that I will not be dating Ross."
7887,"Here he is. Hi. Guys, this is Russ."
7888,Hhhhiiiii.
7889,"Stop saying you're not talented, you're very talented. It's just with the bird dead and all, there's very little act left. Oh, honey, give me a break, will ya?  Oooh, ooh, I'll talk to you later."
7890,"Well, there's my favorite client. So tell me darling, how was the audition?"
7891,"Well, I think it went pretty well. I.. I got a callback for Thursday."
7892,"Joey, have you ever seen me ecstatic?"
7894,"Well, here it is. "
7895,"OK, uh.... listen, there's something I want to talk to you about. The network casting lady..."
7896,"Oh, isn't Lori a doll?"
7897,"Oh yeah, yeah, she's great, but... I kinda got the feeling that she was sort of... coming on to me. And I definitely would get the part if I would've... you know... if I would have sent the Little General in."
7898,"Oh, I see. Well, I'm just gonna put in a call here and we'll find out what's goin' on and straighten it out.  Yeah, hi, Lori please.  Hi darling. So how 'bout Joey Tribbiani for the part of the cab driver, isn't he terrific?  Uh-huuuuh.  Uh-huuuuh. OK, doll. Talk to you later.   Yeah, you're gonna have to sleep with her."
7900,It's Fun Bobby.
7901,"What, isn't he sober?"
7902,"Oh, he's sober alright. Just turns out that Fun Bobby was fun for a reason."
7903,"Ohhh, OK."
7904,"Alright, here you go, sweetie. "
7905,Thanks. You wanna hear something funny?
7906,"Oh God, yes!"
7907,There are no hardware stores open past midnight in the Village.
7908,That is funny.
7909,"I needed to buy a hammer the other night, and I'm out walkin' around the neighborhood but apparently there are no hardware stores open past midnight in the Village."
7910,"Ahhh, hey honey? Don't you have to be at your interview now?"
7911,Oh yeah. See you guys. 
7912,Bye..... ridiculously dull Bobby.
7913,Oh.... my... God.
7914,It's not that bad.
7915,Not that bad? Did you hear the hammer story?
7916,"OK, OK, don't get all squinky."
7917,Maybe it was just the kind of story where you have to be there.
7918,"But I'm gonna be there... for the rest of my life. I mean, I can't break up with him. I'm the one who made him quit drinking. He's dull because of me."
7919,"Alright, don't say that. He's probably always been dull. You just, you know, set it free."
7921,Hey Ross.... bahhhh!
7922,"Hi Russ, I've just got two more tables to clean and then we'll go, OK?"
7923,"OK, I'll just sit here and... uh... chat with your, uh.... friend-type....people."
7924,"Rachel? Um, hi."
7926,"OK, so, you know what you're doing, right?"
7927,Uhh.... waitressing?
7928,"Well, yeah, but... no. I mean, umm... doesn't.... doesn't Russ just remind you of someone?"
7929,"Huh, Bob Saget?"
7930,"Oh, yeah! No, no, no, no, oh, oh."
7931,"Oh, my, oh!"
7932,What? What's wrong?
7933,"I, OK...."
7934,"She's just upset because she, uh, she buttered a spider into her toast this morning."
7936,"Listen, Phoebs, this is gonna be OK.  Ross, Russ. Russ, Ross."
7939,"Are you a, uh, friend of Rachel's?"
7940,"Yes, yes I am. Are you a, uh, a friend of Rachel's?"
7941,"Actually, I'm a... kind of a.... you know, a... date-type... thing... of Rachel's."
7942,A date.
7943,"Yeah, I'm her date."
7944,"Oh, oh, you're... uh... you're, oh you're the date."
7945,"You know, this is actually good, because if we ever lose Ross, we have a spare."
7946,"Oh, you are the, uh... paleontologist."
7947,"Yes, yes I am. And you are a...."
7948,Periodontist.
7949,See? They're as different as night and... later that night.
7950,"Well, I am going to, uh... get a beverage. It was nice, nice... uh... meeting you."
7951,Ditto.
7952,"I, uh, well... I... I met Russ."
7954,"Hey, I didn't know we were, uh, seeing other people."
7955,"Well, we're not seeing each other, so...."
7956,"Well, uh, for your information, there's a woman at the museum, who's curator of moths and other... uh... winged things... who's, uh, let it be known that she is drawn to me much like a... well, you know. But so far I've been keeping her at bay, but, uh, if this is the deal..."
7957,"Well, yeah, this is the deal."
7958,"OK, well, um, have a nice evening."
7959,"Um, Russ, you ready?"
7964,She's dating. She's dating.
7965,"Yes, yes, but did you see who she was dating?"
7967,Do you not see it?
7968,"See what? I don't know what she sees in... innn that goober. And it takes him, what? Like... like... I don't know, uhh... uhhh, hello.... a... week, to get out a sentence."
7969,"Yeah, it's annoying, isn't it?"
7970,....................Yeah.
7973,"Whoa, whoa, so I'm guessing you didn't get the part, or... uh, Italy called and said it was hungry."
7974,"Well, the part's mine if I want it."
7976,"Yeah, if I'm willing to sleep with the casting lady."
7977,Oh my... God?
7978,"Ten years I've been waiting for a break like this Chandler, ten years! I mean, Days of Our Lives. That's actually on television."
7979,"So, what're you gonna do?"
7980,"Well, I guess I could sleep with her... I mean, how could I do that?"
